Year,Reference area,Sex,COMPOSITE_BREAKDOWN,GeoCode,Value,M49_country_code
2016,,Female,Non-communicable disease: Chronic respiratory disease,,16.361918,KGZ
2017,,Female,Non-communicable disease: Chronic respiratory disease,,13.818252,KGZ
2018,,Female,Non-communicable disease: Chronic respiratory disease,,13.271005,KGZ
2019,,Female,Non-communicable disease: Chronic respiratory disease,,13.280457,KGZ
2020,,Female,Non-communicable disease: Chronic respiratory disease,,14.8,KGZ
2021,,Female,Non-communicable disease: Chronic respiratory disease,,11.2,KGZ
2007,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,43.209877,KGZ
2008,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,44.972922,KGZ
2009,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,36.710037,KGZ
2010,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,31.092821,KGZ
2011,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,28.320971,KGZ
2012,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,14.984575,KGZ
2013,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,16.153349,KGZ
2014,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,15.572391,KGZ
2015,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,17.262639,KGZ
2016,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,16.462558,KGZ
2017,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,16.912488,KGZ
2018,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,14.247208,KGZ
2019,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,9.789157,KGZ
2020,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,10.5,KGZ
2021,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,7.4,KGZ
2007,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,46.707146,KGZ
2008,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,51.388889,KGZ
2009,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,42.922374,KGZ
2010,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,30.139451,KGZ
2011,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,31.886625,KGZ
2012,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,16.059028,KGZ
2013,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,16.108521,KGZ
2014,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,16.970199,KGZ
2015,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,18.181818,KGZ
2016,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,17.758485,KGZ
2017,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,19.319938,KGZ
2018,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,15.879017,KGZ
2019,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,10.347376,KGZ
2020,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,9.4,KGZ
2021,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,6.0,KGZ
2007,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,39.594399,KGZ
2008,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,38.332535,KGZ
2009,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,30.274361,KGZ
2010,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,32.078103,KGZ
2011,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,24.64628,KGZ
2012,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,13.876455,KGZ
2013,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,16.19965,KGZ
2014,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,14.126712,KGZ
2015,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,16.311167,KGZ
2016,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,15.120556,KGZ
2017,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,14.417301,KGZ
2018,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,12.553943,KGZ
2019,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,9.209517,KGZ
2020,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,11.6,KGZ
2021,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,8.8,KGZ
2007,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,29.554656,KGZ
2008,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,31.415708,KGZ
2009,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,27.389163,KGZ
2010,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,26.992912,KGZ
2011,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,20.374976,KGZ
2012,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,21.022994,KGZ
2013,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,17.1875,KGZ
2014,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,22.866403,KGZ
2015,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,20.363188,KGZ
2016,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,15.894955,KGZ
2017,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,16.021022,KGZ
2018,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,16.216216,KGZ
2019,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,15.734551,KGZ
2020,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,17.7,KGZ
2021,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,15.0,KGZ
2007,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,32.584497,KGZ
2008,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,37.4,KGZ
2009,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,29.139594,KGZ
2010,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,30.261882,KGZ
2011,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,23.500191,KGZ
2012,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,24.170883,KGZ
2013,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,20.905923,KGZ
2014,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,24.950637,KGZ
2015,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,22.651449,KGZ
2016,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,17.365887,KGZ
2017,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,17.36638,KGZ
2018,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,18.019507,KGZ
2019,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,17.984446,KGZ
2020,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,19.4,KGZ
2021,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,19.4,KGZ
2007,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,26.523588,KGZ
2008,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,25.425425,KGZ
2009,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,25.635969,KGZ
2010,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,23.716952,KGZ
2011,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,17.241379,KGZ
2012,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,17.863859,KGZ
2013,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,13.451262,KGZ
2014,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,20.76937,KGZ
2015,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,18.056293,KGZ
2016,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,14.409722,KGZ
2017,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,14.660757,KGZ
2018,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,14.390897,KGZ
2019,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,13.455858,KGZ
2020,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,15.9,KGZ
2021,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,10.6,KGZ
2007,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,91.683944,KGZ
2008,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,91.429881,KGZ
2009,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,73.265074,KGZ
2010,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,70.219011,KGZ
2011,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,62.962133,KGZ
2012,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,67.672509,KGZ
2013,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,51.535088,KGZ
2014,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,46.183868,KGZ
2015,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,40.899358,KGZ
2016,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,45.838614,KGZ
2017,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,43.759116,KGZ
2018,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,34.539474,KGZ
2019,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,38.344492,KGZ
2020,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,35.1,KGZ
2021,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,33.9,KGZ
2007,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,121.552127,KGZ
2008,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,107.29215,KGZ
2009,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,80.994017,KGZ
2010,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,88.047445,KGZ
2011,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,69.620253,KGZ
2012,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,80.98434,KGZ
2013,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,66.725586,KGZ
2014,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,58.515284,KGZ
2015,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,49.137931,KGZ
2016,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,56.924384,KGZ
2017,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,54.857621,KGZ
2018,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,44.591247,KGZ
2019,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,46.843177,KGZ
2020,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,42.3,KGZ
2021,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,45.8,KGZ
2007,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,62.6703,KGZ
2008,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,75.983718,KGZ
2009,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,65.706571,KGZ
2010,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,52.749218,KGZ
2011,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,56.419369,KGZ
2012,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,54.577465,KGZ
2013,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,36.569438,KGZ
2014,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,34.022394,KGZ
2015,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,32.765957,KGZ
2016,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,34.87395,KGZ
2017,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,32.766487,KGZ
2018,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,24.570025,KGZ
2019,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,29.911075,KGZ
2020,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,27.9,KGZ
2021,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,22.1,KGZ
2007,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,105.79541,KGZ
2008,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,101.905873,KGZ
2009,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,88.656601,KGZ
2010,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,83.62102,KGZ
2011,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,78.528073,KGZ
2012,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,88.930582,KGZ
2013,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,82.313682,KGZ
2014,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,75.457875,KGZ
2015,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,63.382832,KGZ
2016,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,61.918397,KGZ
2017,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,47.433628,KGZ
2018,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,40.294324,KGZ
2019,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,49.60111,KGZ
2020,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,48.8,KGZ
2021,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,43.7,KGZ
2007,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,108.712413,KGZ
2008,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,96.227868,KGZ
2009,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,88.820827,KGZ
2010,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,78.787879,KGZ
2011,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,82.335329,KGZ
2012,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,90.976331,KGZ
2013,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,81.081081,KGZ
2014,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,79.422383,KGZ
2015,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,66.381156,KGZ
2016,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,55.712271,KGZ
2017,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,49.442897,KGZ
2018,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,43.38843,KGZ
2019,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,53.851397,KGZ
2020,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,51.3,KGZ
2021,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,47.6,KGZ
2007,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,102.825746,KGZ
2008,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,107.704403,KGZ
2009,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,88.488645,KGZ
2010,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,88.578089,KGZ
2011,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,74.615385,KGZ
2012,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,86.824067,KGZ
2013,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,83.584337,KGZ
2014,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,71.375465,KGZ
2015,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,60.294118,KGZ
2016,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,68.313953,KGZ
2017,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,45.356371,KGZ
2018,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,37.089872,KGZ
2019,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,45.19774,KGZ
2020,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,46.2,KGZ
2021,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,39.6,KGZ
2007,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,39.54436,KGZ
2008,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,40.07686,KGZ
2009,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,36.412799,KGZ
2010,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,35.129847,KGZ
2011,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,29.316247,KGZ
2012,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,25.678587,KGZ
2013,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,20.815776,KGZ
2014,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,22.15633,KGZ
2015,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,17.926045,KGZ
2016,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,20.257538,KGZ
2017,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,17.220172,KGZ
2018,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,18.599398,KGZ
2019,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,18.302583,KGZ
2020,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,21.2,KGZ
2021,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,18.7,KGZ
2007,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,43.366409,KGZ
2008,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,45.578355,KGZ
2009,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,42.560801,KGZ
2010,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,39.548023,KGZ
2011,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,32.252441,KGZ
2012,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,29.431896,KGZ
2013,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,22.750084,KGZ
2014,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,24.023533,KGZ
2015,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,18.654337,KGZ
2016,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,21.475257,KGZ
2017,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,21.619976,KGZ
2018,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,20.569384,KGZ
2019,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,19.270073,KGZ
2020,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,21.6,KGZ
2021,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,19.9,KGZ
2007,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,35.660941,KGZ
2008,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,34.489118,KGZ
2009,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,30.165364,KGZ
2010,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,30.645161,KGZ
2011,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,26.339049,KGZ
2012,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,21.871203,KGZ
2013,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,18.851902,KGZ
2014,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,20.25905,KGZ
2015,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,17.185473,KGZ
2016,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,19.017433,KGZ
2017,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,12.732919,KGZ
2018,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,16.588038,KGZ
2019,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,17.313433,KGZ
2020,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,20.8,KGZ
2021,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,17.6,KGZ
2007,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,26.044005,KGZ
2008,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,20.444444,KGZ
2009,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,17.135325,KGZ
2010,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,15.190972,KGZ
2011,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,17.55137,KGZ
2012,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,29.064869,KGZ
2013,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,14.498757,KGZ
2014,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,17.529556,KGZ
2015,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,14.440433,KGZ
2016,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,13.823065,KGZ
2017,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,12.062257,KGZ
2018,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,13.016845,KGZ
2019,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,11.680482,KGZ
2020,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,14.1,KGZ
2021,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,7.7,KGZ
2007,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,29.649596,KGZ
2008,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,26.642984,KGZ
2009,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,21.929825,KGZ
2010,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,13.852814,KGZ
2011,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,17.902813,KGZ
2012,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,36.0134,KGZ
2013,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,16.460905,KGZ
2014,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,24.271845,KGZ
2015,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,13.513514,KGZ
2016,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,16.419077,KGZ
2017,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,8.474576,KGZ
2018,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,9.848485,KGZ
2019,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,13.412817,KGZ
2020,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,16.9,KGZ
2021,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,8.7,KGZ
2007,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,22.441652,KGZ
2008,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,14.234875,KGZ
2009,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,12.323944,KGZ
2010,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,16.536118,KGZ
2011,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,17.196905,KGZ
2012,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,22.033898,KGZ
2013,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,12.510425,KGZ
2014,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,10.682005,KGZ
2015,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,15.384615,KGZ
2016,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,11.173184,KGZ
2017,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,15.72327,KGZ
2018,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,16.25387,KGZ
2019,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,9.908537,KGZ
2020,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,11.3,KGZ
2021,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,6.7,KGZ
2007,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,38.029059,KGZ
2008,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,32.819742,KGZ
2009,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,24.723568,KGZ
2010,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,21.685559,KGZ
2011,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,24.306828,KGZ
2012,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,19.145093,KGZ
2013,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,16.903073,KGZ
2014,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,13.457077,KGZ
2015,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,12.743202,KGZ
2016,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,14.169363,KGZ
2017,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,14.668856,KGZ
2018,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,13.635388,KGZ
2019,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,11.88848,KGZ
2020,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,10.6,KGZ
2021,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,6.7,KGZ
2007,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,48.906049,KGZ
2008,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,41.337076,KGZ
2009,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,32.633443,KGZ
2010,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,31.09328,KGZ
2011,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,30.807453,KGZ
2012,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,26.669929,KGZ
2013,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,23.289316,KGZ
2014,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,18.614515,KGZ
2015,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,17.791128,KGZ
2016,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,19.030358,KGZ
2017,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,20.231214,KGZ
2018,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,19.188836,KGZ
2019,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,17.513883,KGZ
2020,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,14.7,KGZ
2021,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,10.0,KGZ
2007,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,27.543424,KGZ
2008,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,24.606299,KGZ
2009,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,17.089844,KGZ
2010,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,12.596899,KGZ
2011,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,18.020183,KGZ
2012,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,11.853959,KGZ
