Year,UNIT_MEASURE,Regions,Area,Sex,Age,Value,M49_country_code,Reference area,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2017.0,Percent,Shygys Kazakhstan,,,25-28,4.5,KAZ,,,,,,,
2017.0,Percent,Shygys Kazakhstan,,,29-34,6.4,KAZ,,,,,,,
2017.0,Percent,Shygys Kazakhstan,,,35-44,4.0,KAZ,,,,,,,
2017.0,Percent,Shygys Kazakhstan,,,45-54,4.2,KAZ,,,,,,,
2017.0,Percent,Shygys Kazakhstan,,,55-64,6.6,KAZ,,,,,,,
2017.0,Percent,Nur-Sultan city,,,16-24,4.7,KAZ,,,,,,,
2017.0,Percent,Nur-Sultan city,,,25-28,4.3,KAZ,,,,,,,
2017.0,Percent,Nur-Sultan city,,,29-34,1.6,KAZ,,,,,,,
2017.0,Percent,Nur-Sultan city,,,35-44,3.2,KAZ,,,,,,,
2017.0,Percent,Nur-Sultan city,,,45-54,9.3,KAZ,,,,,,,
2017.0,Percent,Nur-Sultan city,,,55-64,8.6,KAZ,,,,,,,
2017.0,Percent,Almaty city,,,16-24,5.3,KAZ,,,,,,,
2017.0,Percent,Almaty city,,,25-28,8.4,KAZ,,,,,,,
2017.0,Percent,Almaty city,,,29-34,5.3,KAZ,,,,,,,
2017.0,Percent,Almaty city,,,35-44,3.4,KAZ,,,,,,,
2017.0,Percent,Almaty city,,,45-54,5.0,KAZ,,,,,,,
2017.0,Percent,Almaty city,,,55-64,7.6,KAZ,,,,,,,
2018.0,Percent,,,,,4.9,KAZ,,,,,,,
2018.0,Percent,Akmola,,,,4.8,KAZ,,,,,,,
2018.0,Percent,Aktobe,,,,4.8,KAZ,,,,,,,
2018.0,Percent,Almaty,,,,4.7,KAZ,,,,,,,
2018.0,Percent,Atyrau,,,,4.9,KAZ,,,,,,,
2018.0,Percent,Batys Kazakhstan,,,,4.9,KAZ,,,,,,,
2018.0,Percent,Zhambyl,,,,4.9,KAZ,,,,,,,
2018.0,Percent,Karagandy,,,,4.6,KAZ,,,,,,,
2018.0,Percent,Kostanay,,,,4.8,KAZ,,,,,,,
2018.0,Percent,Kyzylorda,,,,4.8,KAZ,,,,,,,
2018.0,Percent,Mangistau,,,,4.8,KAZ,,,,,,,
2018.0,Percent,Pavlodar,,,,4.8,KAZ,,,,,,,
2018.0,Percent,Soltustik Kazakhstan,,,,4.9,KAZ,,,,,,,
2018.0,Percent,Turkistan,,,,5.2,KAZ,,,,,,,
2018.0,Percent,Shygys Kazakhstan,,,,4.8,KAZ,,,,,,,
2018.0,Percent,Nur-Sultan city,,,,4.5,KAZ,,,,,,,
2018.0,Percent,Almaty city,,,,5.2,KAZ,,,,,,,
2018.0,Percent,Shymkent city,,,,5.2,KAZ,,,,,,,
2018.0,Percent,,,Male,,4.3,KAZ,,,,,,,
2018.0,Percent,Akmola,,Male,,4.8,KAZ,,,,,,,
2018.0,Percent,Aktobe,,Male,,4.6,KAZ,,,,,,,
2018.0,Percent,Almaty,,Male,,3.2,KAZ,,,,,,,
2018.0,Percent,Atyrau,,Male,,4.9,KAZ,,,,,,,
2018.0,Percent,Batys Kazakhstan,,Male,,4.5,KAZ,,,,,,,
2018.0,Percent,Zhambyl,,Male,,4.8,KAZ,,,,,,,
2018.0,Percent,Karagandy,,Male,,3.4,KAZ,,,,,,,
2018.0,Percent,Kostanay,,Male,,4.7,KAZ,,,,,,,
2018.0,Percent,Kyzylorda,,Male,,4.7,KAZ,,,,,,,
2018.0,Percent,Mangistau,,Male,,2.8,KAZ,,,,,,,
2018.0,Percent,Pavlodar,,Male,,4.7,KAZ,,,,,,,
2018.0,Percent,Soltustik Kazakhstan,,Male,,5.0,KAZ,,,,,,,
2018.0,Percent,Turkistan,,Male,,4.6,KAZ,,,,,,,
2018.0,Percent,Shygys Kazakhstan,,Male,,4.7,KAZ,,,,,,,
2018.0,Percent,Nur-Sultan city,,Male,,4.4,KAZ,,,,,,,
2018.0,Percent,Almaty city,,Male,,4.1,KAZ,,,,,,,
2018.0,Percent,Shymkent city,,Male,,5.5,KAZ,,,,,,,
2018.0,Percent,,,Female,,5.4,KAZ,,,,,,,
2018.0,Percent,Akmola,,Female,,4.7,KAZ,,,,,,,
2018.0,Percent,Aktobe,,Female,,5.0,KAZ,,,,,,,
2018.0,Percent,Almaty,,Female,,6.2,KAZ,,,,,,,
2018.0,Percent,Atyrau,,Female,,4.9,KAZ,,,,,,,
2018.0,Percent,Batys Kazakhstan,,Female,,5.3,KAZ,,,,,,,
2018.0,Percent,Zhambyl,,Female,,5.0,KAZ,,,,,,,
2018.0,Percent,Karagandy,,Female,,5.9,KAZ,,,,,,,
2018.0,Percent,Kostanay,,Female,,4.9,KAZ,,,,,,,
2018.0,Percent,Kyzylorda,,Female,,4.9,KAZ,,,,,,,
2018.0,Percent,Mangistau,,Female,,7.0,KAZ,,,,,,,
2018.0,Percent,Pavlodar,,Female,,4.8,KAZ,,,,,,,
2018.0,Percent,Soltustik Kazakhstan,,Female,,4.7,KAZ,,,,,,,
2018.0,Percent,Turkistan,,Female,,5.8,KAZ,,,,,,,
2018.0,Percent,Shygys Kazakhstan,,Female,,5.0,KAZ,,,,,,,
2018.0,Percent,Nur-Sultan city,,Female,,4.6,KAZ,,,,,,,
2018.0,Percent,Almaty city,,Female,,6.2,KAZ,,,,,,,
2018.0,Percent,Shymkent city,,Female,,4.9,KAZ,,,,,,,
2018.0,Percent,,urban,,,4.9,KAZ,,,,,,,
2018.0,Percent,Akmola,urban,,,4.4,KAZ,,,,,,,
2018.0,Percent,Aktobe,urban,,,4.7,KAZ,,,,,,,
2018.0,Percent,Almaty,urban,,,5.2,KAZ,,,,,,,
2018.0,Percent,Atyrau,urban,,,4.9,KAZ,,,,,,,
2018.0,Percent,Batys Kazakhstan,urban,,,4.7,KAZ,,,,,,,
2018.0,Percent,Zhambyl,urban,,,5.5,KAZ,,,,,,,
2018.0,Percent,Karagandy,urban,,,4.8,KAZ,,,,,,,
2018.0,Percent,Kostanay,urban,,,5.2,KAZ,,,,,,,
2018.0,Percent,Kyzylorda,urban,,,4.6,KAZ,,,,,,,
2018.0,Percent,Mangistau,urban,,,4.9,KAZ,,,,,,,
2018.0,Percent,Pavlodar,urban,,,4.9,KAZ,,,,,,,
2018.0,Percent,Soltustik Kazakhstan,urban,,,4.6,KAZ,,,,,,,
2018.0,Percent,Turkistan,urban,,,5.5,KAZ,,,,,,,
2018.0,Percent,Shygys Kazakhstan,urban,,,4.8,KAZ,,,,,,,
2018.0,Percent,Nur-Sultan city,urban,,,4.5,KAZ,,,,,,,
2018.0,Percent,Almaty city,urban,,,5.2,KAZ,,,,,,,
2018.0,Percent,Shymkent city,urban,,,5.2,KAZ,,,,,,,
2018.0,Percent,,rural,,,4.8,KAZ,,,,,,,
2018.0,Percent,Akmola,rural,,,5.2,KAZ,,,,,,,
2018.0,Percent,Aktobe,rural,,,5.2,KAZ,,,,,,,
2018.0,Percent,Almaty,rural,,,4.5,KAZ,,,,,,,
2018.0,Percent,Atyrau,rural,,,4.9,KAZ,,,,,,,
2018.0,Percent,Batys Kazakhstan,rural,,,5.1,KAZ,,,,,,,
2018.0,Percent,Zhambyl,rural,,,4.5,KAZ,,,,,,,
2018.0,Percent,Karagandy,rural,,,3.7,KAZ,,,,,,,
2018.0,Percent,Kostanay,rural,,,4.4,KAZ,,,,,,,
2018.0,Percent,Kyzylorda,rural,,,4.9,KAZ,,,,,,,
2018.0,Percent,Mangistau,rural,,,4.8,KAZ,,,,,,,
2018.0,Percent,Pavlodar,rural,,,4.4,KAZ,,,,,,,
2018.0,Percent,Soltustik Kazakhstan,rural,,,5.0,KAZ,,,,,,,
2018.0,Percent,Turkistan,rural,,,5.1,KAZ,,,,,,,
2018.0,Percent,Shygys Kazakhstan,rural,,,4.9,KAZ,,,,,,,
2018.0,Percent,,,,16-24,3.7,KAZ,,,,,,,
2018.0,Percent,,,,25-28,4.0,KAZ,,,,,,,
2018.0,Percent,,,,29-34,7.0,KAZ,,,,,,,
2018.0,Percent,,,,35-44,4.3,KAZ,,,,,,,
2018.0,Percent,,,,45-54,4.2,KAZ,,,,,,,
2018.0,Percent,,,,55-64,5.6,KAZ,,,,,,,
2018.0,Percent,Akmola,,,16-24,2.9,KAZ,,,,,,,
2018.0,Percent,Akmola,,,25-28,2.9,KAZ,,,,,,,
2018.0,Percent,Akmola,,,29-34,5.5,KAZ,,,,,,,
2018.0,Percent,Akmola,,,35-44,5.9,KAZ,,,,,,,
2018.0,Percent,Akmola,,,45-54,6.0,KAZ,,,,,,,
2018.0,Percent,Akmola,,,55-64,3.8,KAZ,,,,,,,
2018.0,Percent,Aktobe,,,16-24,2.9,KAZ,,,,,,,
2018.0,Percent,Aktobe,,,25-28,2.9,KAZ,,,,,,,
2018.0,Percent,Aktobe,,,29-34,5.6,KAZ,,,,,,,
2018.0,Percent,Aktobe,,,35-44,5.2,KAZ,,,,,,,
2018.0,Percent,Aktobe,,,45-54,4.9,KAZ,,,,,,,
2018.0,Percent,Aktobe,,,55-64,5.2,KAZ,,,,,,,
2018.0,Percent,Almaty,,,16-24,3.3,KAZ,,,,,,,
2018.0,Percent,Almaty,,,25-28,2.6,KAZ,,,,,,,
2018.0,Percent,Almaty,,,29-34,7.9,KAZ,,,,,,,
2018.0,Percent,Almaty,,,35-44,3.4,KAZ,,,,,,,
2018.0,Percent,Almaty,,,45-54,2.6,KAZ,,,,,,,
2018.0,Percent,Almaty,,,55-64,9.7,KAZ,,,,,,,
2018.0,Percent,Atyrau,,,16-24,1.6,KAZ,,,,,,,
2018.0,Percent,Atyrau,,,25-28,3.1,KAZ,,,,,,,
2018.0,Percent,Atyrau,,,29-34,6.0,KAZ,,,,,,,
2018.0,Percent,Atyrau,,,35-44,5.0,KAZ,,,,,,,
2018.0,Percent,Atyrau,,,45-54,5.7,KAZ,,,,,,,
2018.0,Percent,Atyrau,,,55-64,7.2,KAZ,,,,,,,
2018.0,Percent,Batys Kazakhstan,,,16-24,3.9,KAZ,,,,,,,
2018.0,Percent,Batys Kazakhstan,,,25-28,3.8,KAZ,,,,,,,
2018.0,Percent,Batys Kazakhstan,,,29-34,6.1,KAZ,,,,,,,
2018.0,Percent,Batys Kazakhstan,,,35-44,4.7,KAZ,,,,,,,
2018.0,Percent,Batys Kazakhstan,,,45-54,4.7,KAZ,,,,,,,
2018.0,Percent,Batys Kazakhstan,,,55-64,5.9,KAZ,,,,,,,
2018.0,Percent,Zhambyl,,,16-24,2.9,KAZ,,,,,,,
2018.0,Percent,Zhambyl,,,25-28,2.9,KAZ,,,,,,,
2018.0,Percent,Zhambyl,,,29-34,7.5,KAZ,,,,,,,
2018.0,Percent,Zhambyl,,,35-44,5.4,KAZ,,,,,,,
2018.0,Percent,Zhambyl,,,45-54,4.0,KAZ,,,,,,,
2018.0,Percent,Zhambyl,,,55-64,7.0,KAZ,,,,,,,
2018.0,Percent,Karagandy,,,16-24,5.7,KAZ,,,,,,,
2018.0,Percent,Karagandy,,,25-28,4.2,KAZ,,,,,,,
2018.0,Percent,Karagandy,,,29-34,3.7,KAZ,,,,,,,
2018.0,Percent,Karagandy,,,35-44,3.8,KAZ,,,,,,,
2018.0,Percent,Karagandy,,,45-54,4.8,KAZ,,,,,,,
2018.0,Percent,Karagandy,,,55-64,7.4,KAZ,,,,,,,
2018.0,Percent,Kostanay,,,16-24,3.0,KAZ,,,,,,,
2018.0,Percent,Kostanay,,,25-28,3.2,KAZ,,,,,,,
2018.0,Percent,Kostanay,,,29-34,10.0,KAZ,,,,,,,
2018.0,Percent,Kostanay,,,35-44,6.0,KAZ,,,,,,,
2018.0,Percent,Kostanay,,,45-54,2.7,KAZ,,,,,,,
2018.0,Percent,Kostanay,,,55-64,1.7,KAZ,,,,,,,
2018.0,Percent,Kyzylorda,,,16-24,4.5,KAZ,,,,,,,
2018.0,Percent,Kyzylorda,,,25-28,3.8,KAZ,,,,,,,
2018.0,Percent,Kyzylorda,,,29-34,5.7,KAZ,,,,,,,
2018.0,Percent,Kyzylorda,,,35-44,4.8,KAZ,,,,,,,
2018.0,Percent,Kyzylorda,,,45-54,5.4,KAZ,,,,,,,
2018.0,Percent,Kyzylorda,,,55-64,3.2,KAZ,,,,,,,
2018.0,Percent,Mangistau,,,16-24,3.2,KAZ,,,,,,,
2018.0,Percent,Mangistau,,,25-28,2.7,KAZ,,,,,,,
2018.0,Percent,Mangistau,,,29-34,6.6,KAZ,,,,,,,
2018.0,Percent,Mangistau,,,35-44,6.1,KAZ,,,,,,,
2018.0,Percent,Mangistau,,,45-54,3.7,KAZ,,,,,,,
2018.0,Percent,Mangistau,,,55-64,3.2,KAZ,,,,,,,
2018.0,Percent,Pavlodar,,,16-24,3.2,KAZ,,,,,,,
2018.0,Percent,Pavlodar,,,25-28,3.9,KAZ,,,,,,,
2018.0,Percent,Pavlodar,,,29-34,6.2,KAZ,,,,,,,
2018.0,Percent,Pavlodar,,,35-44,4.7,KAZ,,,,,,,
2018.0,Percent,Pavlodar,,,45-54,4.5,KAZ,,,,,,,
2018.0,Percent,Pavlodar,,,55-64,4.6,KAZ,,,,,,,
2018.0,Percent,Soltustik Kazakhstan,,,16-24,4.0,KAZ,,,,,,,
2018.0,Percent,Soltustik Kazakhstan,,,25-28,2.3,KAZ,,,,,,,
2018.0,Percent,Soltustik Kazakhstan,,,29-34,6.0,KAZ,,,,,,,
2018.0,Percent,Soltustik Kazakhstan,,,35-44,5.4,KAZ,,,,,,,
2018.0,Percent,Soltustik Kazakhstan,,,45-54,6.3,KAZ,,,,,,,
2018.0,Percent,Soltustik Kazakhstan,,,55-64,3.3,KAZ,,,,,,,
2018.0,Percent,Turkistan,,,16-24,2.1,KAZ,,,,,,,
2018.0,Percent,Turkistan,,,25-28,4.0,KAZ,,,,,,,
2018.0,Percent,Turkistan,,,29-34,8.4,KAZ,,,,,,,
2018.0,Percent,Turkistan,,,35-44,4.4,KAZ,,,,,,,
2018.0,Percent,Turkistan,,,45-54,4.5,KAZ,,,,,,,
2018.0,Percent,Turkistan,,,55-64,4.8,KAZ,,,,,,,
2018.0,Percent,Shygys Kazakhstan,,,16-24,3.7,KAZ,,,,,,,
2018.0,Percent,Shygys Kazakhstan,,,25-28,3.9,KAZ,,,,,,,
2018.0,Percent,Shygys Kazakhstan,,,29-34,9.7,KAZ,,,,,,,
2018.0,Percent,Shygys Kazakhstan,,,35-44,3.9,KAZ,,,,,,,
2018.0,Percent,Shygys Kazakhstan,,,45-54,3.2,KAZ,,,,,,,
2018.0,Percent,Shygys Kazakhstan,,,55-64,5.2,KAZ,,,,,,,
2018.0,Percent,Nur-Sultan city,,,16-24,4.5,KAZ,,,,,,,
2018.0,Percent,Nur-Sultan city,,,25-28,4.6,KAZ,,,,,,,
2018.0,Percent,Nur-Sultan city,,,29-34,6.9,KAZ,,,,,,,
2018.0,Percent,Nur-Sultan city,,,35-44,3.1,KAZ,,,,,,,
2018.0,Percent,Nur-Sultan city,,,45-54,3.2,KAZ,,,,,,,
2018.0,Percent,Nur-Sultan city,,,55-64,4.3,KAZ,,,,,,,
2018.0,Percent,Almaty city,,,16-24,5.2,KAZ,,,,,,,
2018.0,Percent,Almaty city,,,25-28,8.0,KAZ,,,,,,,
2018.0,Percent,Almaty city,,,29-34,6.5,KAZ,,,,,,,
2018.0,Percent,Almaty city,,,35-44,3.1,KAZ,,,,,,,
2018.0,Percent,Almaty city,,,45-54,4.7,KAZ,,,,,,,
2018.0,Percent,Almaty city,,,55-64,5.7,KAZ,,,,,,,
2018.0,Percent,Shymkent city,,,16-24,3.7,KAZ,,,,,,,
2018.0,Percent,Shymkent city,,,25-28,4.5,KAZ,,,,,,,
2018.0,Percent,Shymkent city,,,29-34,7.7,KAZ,,,,,,,
2018.0,Percent,Shymkent city,,,35-44,2.8,KAZ,,,,,,,
2018.0,Percent,Shymkent city,,,45-54,4.7,KAZ,,,,,,,
2018.0,Percent,Shymkent city,,,55-64,8.8,KAZ,,,,,,,
2019.0,Percent,,,,,4.8,KAZ,,,,,,,
2019.0,Percent,Akmola,,,,4.7,KAZ,,,,,,,
2019.0,Percent,Aktobe,,,,4.8,KAZ,,,,,,,
2019.0,Percent,Almaty,,,,4.6,KAZ,,,,,,,
2019.0,Percent,Atyrau,,,,4.8,KAZ,,,,,,,
2019.0,Percent,Batys Kazakhstan,,,,4.8,KAZ,,,,,,,
2019.0,Percent,Zhambyl,,,,4.8,KAZ,,,,,,,
2019.0,Percent,Karagandy,,,,4.4,KAZ,,,,,,,
2019.0,Percent,Kostanay,,,,4.7,KAZ,,,,,,,
2019.0,Percent,Kyzylorda,,,,4.8,KAZ,,,,,,,
2019.0,Percent,Mangistau,,,,4.8,KAZ,,,,,,,
2019.0,Percent,Pavlodar,,,,4.7,KAZ,,,,,,,
2019.0,Percent,Soltustik Kazakhstan,,,,4.8,KAZ,,,,,,,
2019.0,Percent,Turkistan,,,,5.1,KAZ,,,,,,,
2019.0,Percent,Shygys Kazakhstan,,,,4.8,KAZ,,,,,,,
2019.0,Percent,Nur-Sultan city,,,,4.4,KAZ,,,,,,,
2019.0,Percent,Almaty city,,,,5.1,KAZ,,,,,,,
2019.0,Percent,Shymkent city,,,,5.1,KAZ,,,,,,,
2019.0,Percent,,,Male,,4.3,KAZ,,,,,,,
2019.0,Percent,Akmola,,Male,,4.7,KAZ,,,,,,,
2019.0,Percent,Aktobe,,Male,,5.2,KAZ,,,,,,,
2019.0,Percent,Almaty,,Male,,3.3,KAZ,,,,,,,
2019.0,Percent,Atyrau,,Male,,4.8,KAZ,,,,,,,
2019.0,Percent,Batys Kazakhstan,,Male,,4.6,KAZ,,,,,,,
2019.0,Percent,Zhambyl,,Male,,4.6,KAZ,,,,,,,
2019.0,Percent,Karagandy,,Male,,3.3,KAZ,,,,,,,
2019.0,Percent,Kostanay,,Male,,4.6,KAZ,,,,,,,
2019.0,Percent,Kyzylorda,,Male,,4.8,KAZ,,,,,,,
2019.0,Percent,Mangistau,,Male,,3.3,KAZ,,,,,,,
2019.0,Percent,Pavlodar,,Male,,4.6,KAZ,,,,,,,
2019.0,Percent,Soltustik Kazakhstan,,Male,,5.0,KAZ,,,,,,,
2019.0,Percent,Turkistan,,Male,,4.7,KAZ,,,,,,,
2019.0,Percent,Shygys Kazakhstan,,Male,,4.3,KAZ,,,,,,,
2019.0,Percent,Nur-Sultan city,,Male,,4.2,KAZ,,,,,,,
2019.0,Percent,Almaty city,,Male,,4.3,KAZ,,,,,,,
2019.0,Percent,Shymkent city,,Male,,4.9,KAZ,,,,,,,
2019.0,Percent,,,Female,,5.3,KAZ,,,,,,,
2019.0,Percent,Akmola,,Female,,4.8,KAZ,,,,,,,
2019.0,Percent,Aktobe,,Female,,4.3,KAZ,,,,,,,
2019.0,Percent,Almaty,,Female,,5.9,KAZ,,,,,,,
2019.0,Percent,Atyrau,,Female,,4.9,KAZ,,,,,,,
2019.0,Percent,Batys Kazakhstan,,Female,,5.1,KAZ,,,,,,,
2019.0,Percent,Zhambyl,,Female,,5.0,KAZ,,,,,,,
2019.0,Percent,Karagandy,,Female,,5.6,KAZ,,,,,,,
2019.0,Percent,Kostanay,,Female,,4.8,KAZ,,,,,,,
2019.0,Percent,Kyzylorda,,Female,,4.9,KAZ,,,,,,,
2019.0,Percent,Mangistau,,Female,,6.6,KAZ,,,,,,,
2019.0,Percent,Pavlodar,,Female,,4.8,KAZ,,,,,,,
2019.0,Percent,Soltustik Kazakhstan,,Female,,4.6,KAZ,,,,,,,
2019.0,Percent,Turkistan,,Female,,5.5,KAZ,,,,,,,
2019.0,Percent,Shygys Kazakhstan,,Female,,5.4,KAZ,,,,,,,
2019.0,Percent,Nur-Sultan city,,Female,,4.6,KAZ,,,,,,,
2019.0,Percent,Almaty city,,Female,,5.8,KAZ,,,,,,,
2019.0,Percent,Shymkent city,,Female,,5.4,KAZ,,,,,,,
2019.0,Percent,,urban,,,4.8,KAZ,,,,,,,
2019.0,Percent,Akmola,urban,,,4.3,KAZ,,,,,,,
2019.0,Percent,Aktobe,urban,,,4.7,KAZ,,,,,,,
2019.0,Percent,Almaty,urban,,,5.0,KAZ,,,,,,,
2019.0,Percent,Atyrau,urban,,,4.5,KAZ,,,,,,,
2019.0,Percent,Batys Kazakhstan,urban,,,4.8,KAZ,,,,,,,
2019.0,Percent,Zhambyl,urban,,,5.3,KAZ,,,,,,,
2019.0,Percent,Karagandy,urban,,,4.6,KAZ,,,,,,,
2019.0,Percent,Kostanay,urban,,,5.2,KAZ,,,,,,,
2019.0,Percent,Kyzylorda,urban,,,4.6,KAZ,,,,,,,
2019.0,Percent,Mangistau,urban,,,4.7,KAZ,,,,,,,
2019.0,Percent,Pavlodar,urban,,,4.8,KAZ,,,,,,,
2019.0,Percent,Soltustik Kazakhstan,urban,,,4.7,KAZ,,,,,,,
2019.0,Percent,Turkistan,urban,,,4.6,KAZ,,,,,,,
2019.0,Percent,Shygys Kazakhstan,urban,,,4.6,KAZ,,,,,,,
2019.0,Percent,Nur-Sultan city,urban,,,4.4,KAZ,,,,,,,
2019.0,Percent,Almaty city,urban,,,5.1,KAZ,,,,,,,
2019.0,Percent,Shymkent city,urban,,,5.1,KAZ,,,,,,,
2019.0,Percent,,rural,,,4.8,KAZ,,,,,,,
2019.0,Percent,Akmola,rural,,,5.1,KAZ,,,,,,,
2019.0,Percent,Aktobe,rural,,,4.9,KAZ,,,,,,,
2019.0,Percent,Almaty,rural,,,4.5,KAZ,,,,,,,
2019.0,Percent,Atyrau,rural,,,5.2,KAZ,,,,,,,
2019.0,Percent,Batys Kazakhstan,rural,,,4.9,KAZ,,,,,,,
2019.0,Percent,Zhambyl,rural,,,4.4,KAZ,,,,,,,
2019.0,Percent,Karagandy,rural,,,3.6,KAZ,,,,,,,
2019.0,Percent,Kostanay,rural,,,4.3,KAZ,,,,,,,
2019.0,Percent,Kyzylorda,rural,,,5.0,KAZ,,,,,,,
2019.0,Percent,Mangistau,rural,,,4.9,KAZ,,,,,,,
2019.0,Percent,Pavlodar,rural,,,4.3,KAZ,,,,,,,
2019.0,Percent,Soltustik Kazakhstan,rural,,,5.0,KAZ,,,,,,,
2019.0,Percent,Turkistan,rural,,,5.2,KAZ,,,,,,,
2019.0,Percent,Shygys Kazakhstan,rural,,,5.2,KAZ,,,,,,,
2019.0,Percent,,,,16-24,3.6,KAZ,,,,,,,
2019.0,Percent,,,,25-28,3.9,KAZ,,,,,,,
2019.0,Percent,,,,29-34,6.7,KAZ,,,,,,,
2019.0,Percent,,,,35-44,4.5,KAZ,,,,,,,
2019.0,Percent,,,,45-54,4.3,KAZ,,,,,,,
2019.0,Percent,,,,55-64,5.1,KAZ,,,,,,,
2019.0,Percent,Akmola,,,16-24,2.9,KAZ,,,,,,,
2019.0,Percent,Akmola,,,25-28,3.0,KAZ,,,,,,,
2019.0,Percent,Akmola,,,29-34,6.2,KAZ,,,,,,,
2019.0,Percent,Akmola,,,35-44,5.7,KAZ,,,,,,,
2019.0,Percent,Akmola,,,45-54,5.9,KAZ,,,,,,,
2019.0,Percent,Akmola,,,55-64,3.0,KAZ,,,,,,,
2019.0,Percent,Aktobe,,,16-24,3.6,KAZ,,,,,,,
2019.0,Percent,Aktobe,,,25-28,3.0,KAZ,,,,,,,
2019.0,Percent,Aktobe,,,29-34,6.0,KAZ,,,,,,,
2019.0,Percent,Aktobe,,,35-44,4.1,KAZ,,,,,,,
2019.0,Percent,Aktobe,,,45-54,4.6,KAZ,,,,,,,
2019.0,Percent,Aktobe,,,55-64,6.9,KAZ,,,,,,,
2019.0,Percent,Almaty,,,16-24,3.2,KAZ,,,,,,,
2019.0,Percent,Almaty,,,25-28,2.6,KAZ,,,,,,,
2019.0,Percent,Almaty,,,29-34,6.8,KAZ,,,,,,,
2019.0,Percent,Almaty,,,35-44,3.6,KAZ,,,,,,,
2019.0,Percent,Almaty,,,45-54,2.2,KAZ,,,,,,,
2019.0,Percent,Almaty,,,55-64,11.1,KAZ,,,,,,,
2019.0,Percent,Atyrau,,,16-24,1.6,KAZ,,,,,,,
2019.0,Percent,Atyrau,,,25-28,3.4,KAZ,,,,,,,
2019.0,Percent,Atyrau,,,29-34,7.5,KAZ,,,,,,,
2019.0,Percent,Atyrau,,,35-44,4.9,KAZ,,,,,,,
2019.0,Percent,Atyrau,,,45-54,5.1,KAZ,,,,,,,
2019.0,Percent,Atyrau,,,55-64,4.9,KAZ,,,,,,,
2019.0,Percent,Batys Kazakhstan,,,16-24,3.8,KAZ,,,,,,,
2019.0,Percent,Batys Kazakhstan,,,25-28,3.8,KAZ,,,,,,,
2019.0,Percent,Batys Kazakhstan,,,29-34,6.6,KAZ,,,,,,,
2019.0,Percent,Batys Kazakhstan,,,35-44,4.3,KAZ,,,,,,,
2019.0,Percent,Batys Kazakhstan,,,45-54,4.6,KAZ,,,,,,,
2019.0,Percent,Batys Kazakhstan,,,55-64,6.0,KAZ,,,,,,,
2019.0,Percent,Zhambyl,,,16-24,2.7,KAZ,,,,,,,
2019.0,Percent,Zhambyl,,,25-28,2.9,KAZ,,,,,,,
2019.0,Percent,Zhambyl,,,29-34,7.6,KAZ,,,,,,,
2019.0,Percent,Zhambyl,,,35-44,4.6,KAZ,,,,,,,
2019.0,Percent,Zhambyl,,,45-54,5.1,KAZ,,,,,,,
2019.0,Percent,Zhambyl,,,55-64,5.8,KAZ,,,,,,,
2019.0,Percent,Karagandy,,,16-24,5.5,KAZ,,,,,,,
2019.0,Percent,Karagandy,,,25-28,4.2,KAZ,,,,,,,
2019.0,Percent,Karagandy,,,29-34,4.4,KAZ,,,,,,,
2019.0,Percent,Karagandy,,,35-44,4.2,KAZ,,,,,,,
2019.0,Percent,Karagandy,,,45-54,4.6,KAZ,,,,,,,
2019.0,Percent,Karagandy,,,55-64,4.4,KAZ,,,,,,,
2019.0,Percent,Kostanay,,,16-24,3.1,KAZ,,,,,,,
2019.0,Percent,Kostanay,,,25-28,3.5,KAZ,,,,,,,
2019.0,Percent,Kostanay,,,29-34,9.2,KAZ,,,,,,,
2019.0,Percent,Kostanay,,,35-44,5.0,KAZ,,,,,,,
2019.0,Percent,Kostanay,,,45-54,4.3,KAZ,,,,,,,
2019.0,Percent,Kostanay,,,55-64,1.4,KAZ,,,,,,,
2019.0,Percent,Kyzylorda,,,16-24,4.5,KAZ,,,,,,,
2019.0,Percent,Kyzylorda,,,25-28,3.8,KAZ,,,,,,,
2019.0,Percent,Kyzylorda,,,29-34,8.5,KAZ,,,,,,,
2019.0,Percent,Kyzylorda,,,35-44,4.2,KAZ,,,,,,,
2019.0,Percent,Kyzylorda,,,45-54,3.9,KAZ,,,,,,,
2019.0,Percent,Kyzylorda,,,55-64,2.1,KAZ,,,,,,,
2019.0,Percent,Mangistau,,,16-24,4.5,KAZ,,,,,,,
2019.0,Percent,Mangistau,,,25-28,2.7,KAZ,,,,,,,
2019.0,Percent,Mangistau,,,29-34,5.2,KAZ,,,,,,,
2019.0,Percent,Mangistau,,,35-44,6.1,KAZ,,,,,,,
2019.0,Percent,Mangistau,,,45-54,5.4,KAZ,,,,,,,
2019.0,Percent,Mangistau,,,55-64,2.4,KAZ,,,,,,,
2019.0,Percent,Pavlodar,,,16-24,2.6,KAZ,,,,,,,
2019.0,Percent,Pavlodar,,,25-28,3.2,KAZ,,,,,,,
2019.0,Percent,Pavlodar,,,29-34,6.6,KAZ,,,,,,,
2019.0,Percent,Pavlodar,,,35-44,4.8,KAZ,,,,,,,
2019.0,Percent,Pavlodar,,,45-54,4.7,KAZ,,,,,,,
2019.0,Percent,Pavlodar,,,55-64,4.5,KAZ,,,,,,,
2019.0,Percent,Soltustik Kazakhstan,,,16-24,3.6,KAZ,,,,,,,
