Year,UNIT_MEASURE,Sex,Value,M49_country_code,Reference area,COMPOSITE_BREAKDOWN,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2011.0,,,4.651979,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2012.0,,,4.739336,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2013.0,,,4.803641,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2014.0,,,5.106663,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2015.0,,,5.707395,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2016.0,,,5.496231,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2017.0,,,6.073186,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2018.0,,,6.626506,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2019.0,,,6.789668,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2020.0,,,7.6,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2021.0,,,5.1,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2007.0,,Male,5.880191,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2008.0,,Male,5.266025,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2009.0,,Male,4.291845,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2010.0,,Male,4.943503,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2011.0,,Male,4.707113,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2012.0,,Male,3.422313,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2013.0,,Male,4.683841,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2014.0,,Male,4.902762,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2015.0,,Male,4.942602,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2016.0,,Male,4.201681,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2017.0,,Male,5.785627,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2018.0,,Male,7.005515,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2019.0,,Male,7.29927,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2020.0,,Male,6.0,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2021.0,,Male,3.7,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2007.0,,Female,7.094847,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2008.0,,Female,5.533014,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2009.0,,Female,6.905324,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2010.0,,Female,5.376344,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2011.0,,Female,4.596076,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2012.0,,Female,6.075334,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2013.0,,Female,4.925272,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2014.0,,Female,5.313849,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2015.0,,Female,6.485084,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2016.0,,Female,6.81458,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2017.0,,Female,6.36646,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2018.0,,Female,6.239537,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2019.0,,Female,6.268657,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2020.0,,Female,9.2,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2021.0,,Female,6.6,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2007.0,,,7.633588,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2008.0,,,7.555556,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2009.0,,,10.105448,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2010.0,,,5.208333,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2011.0,,,2.996575,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2012.0,,,4.2123,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2013.0,,,6.213753,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2014.0,,,4.891969,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2015.0,,,0.802246,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2016.0,,,2.764613,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2017.0,,,3.501946,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2018.0,,,3.062787,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2019.0,,,3.014318,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2020.0,,,5.6,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2021.0,,,3.7,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2007.0,,Male,7.187781,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2008.0,,Male,7.992895,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2009.0,,Male,10.526316,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2010.0,,Male,5.194805,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2011.0,,Male,1.70503,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2012.0,,Male,5.025126,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2013.0,,Male,5.761317,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2014.0,,Male,4.854369,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2015.0,,Male,0.794913,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2016.0,,Male,1.563722,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2017.0,,Male,3.85208,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2018.0,,Male,1.515152,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2019.0,,Male,2.980626,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2020.0,,Male,3.7,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2021.0,,Male,4.4,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2007.0,,Female,8.078995,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2008.0,,Female,7.117438,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2009.0,,Female,9.683099,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2010.0,,Female,5.221932,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2011.0,,Female,4.299226,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2012.0,,Female,3.389831,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2013.0,,Female,6.672227,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2014.0,,Female,4.930156,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2015.0,,Female,0.809717,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2016.0,,Female,3.990423,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2017.0,,Female,3.144654,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2018.0,,Female,4.643963,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2019.0,,Female,3.04878,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2020.0,,Female,7.5,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2021.0,,Female,3.0,KGZ,Talas,Non-communicable disease: Diabetes,KG07,,,,,
2007.0,,,7.706886,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2008.0,,,7.89177,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2009.0,,,4.721083,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2010.0,,,5.667817,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2011.0,,,7.206547,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2012.0,,,4.816376,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2013.0,,,7.919622,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2014.0,,,9.512761,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2015.0,,,7.395608,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2016.0,,,8.590874,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2017.0,,,6.568144,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2018.0,,,7.193472,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2019.0,,,6.62809,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2020.0,,,9.1,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2021.0,,,5.3,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2007.0,,Male,6.177606,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2008.0,,Male,7.14468,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2009.0,,Male,3.794586,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2010.0,,Male,6.268806,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2011.0,,Male,5.962733,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2012.0,,Male,5.382921,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2013.0,,Male,5.522209,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2014.0,,Male,8.71819,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2015.0,,Male,5.083179,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2016.0,,Male,6.796556,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2017.0,,Male,5.335705,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2018.0,,Male,5.669429,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2019.0,,Male,5.553182,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2020.0,,Male,6.3,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2021.0,,Male,5.8,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2007.0,,Female,9.181141,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2008.0,,Female,8.612205,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2009.0,,Female,5.615234,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2010.0,,Female,5.087209,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2011.0,,Female,8.409419,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2012.0,,Female,4.267425,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2013.0,,Female,10.24447,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2014.0,,Female,10.283364,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2015.0,,Female,9.639094,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2016.0,,Female,10.331941,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2017.0,,Female,7.76364,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2018.0,,Female,8.671743,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2019.0,,Female,7.671574,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2020.0,,Female,11.8,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2021.0,,Female,4.8,KGZ,Chui,Non-communicable disease: Diabetes,KG08,,,,,
2007.0,,,4.03571,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2008.0,,,5.197631,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2009.0,,,4.645622,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2010.0,,,3.985465,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2011.0,,,4.036443,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2012.0,,,3.957038,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2013.0,,,4.861341,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2014.0,,,3.777658,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2015.0,,,3.164891,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2016.0,,,4.951516,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2017.0,,,4.338176,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2018.0,,,3.350744,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2019.0,,,2.786854,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2020.0,,,4.7,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2021.0,,,2.2,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2007.0,,Male,4.472507,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2008.0,,Male,3.648684,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2009.0,,Male,4.367934,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2010.0,,Male,3.283657,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2011.0,,Male,2.483238,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2012.0,,Male,3.64786,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2013.0,,Male,5.698006,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2014.0,,Male,3.242993,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2015.0,,Male,2.938517,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2016.0,,Male,4.19426,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2017.0,,Male,3.882657,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2018.0,,Male,2.736842,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2019.0,,Male,2.0496,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2020.0,,Male,5.8,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2021.0,,Male,2.5,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2007.0,,Female,3.656307,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2008.0,,Female,6.537421,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2009.0,,Female,4.885632,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2010.0,,Female,4.593176,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2011.0,,Female,5.38329,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2012.0,,Female,4.22565,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2013.0,,Female,4.133085,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2014.0,,Female,4.244139,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2015.0,,Female,3.363007,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2016.0,,Female,5.615802,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2017.0,,Female,4.738438,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2018.0,,Female,3.891051,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2019.0,,Female,3.43767,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2020.0,,Female,3.7,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2021.0,,Female,1.9,KGZ,Bishkek (city),Non-communicable disease: Diabetes,KG11,,,,,
2007.0,,,9.364027,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2008.0,,,11.650485,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2009.0,,,5.800464,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2010.0,,,6.213592,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2011.0,,,8.600469,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2012.0,,,5.424254,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2013.0,,,13.318113,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2014.0,,,7.844602,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2015.0,,,6.227106,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2016.0,,,8.967001,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2017.0,,,11.913104,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2018.0,,,9.520571,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2019.0,,,9.477124,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2020.0,,,13.9,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2021.0,,,9.5,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2007.0,,Male,8.136697,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2008.0,,Male,8.906883,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2009.0,,Male,3.220612,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2010.0,,Male,4.045307,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2011.0,,Male,5.709625,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2012.0,,Male,4.846527,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2013.0,,Male,5.542359,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2014.0,,Male,5.430566,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2015.0,,Male,3.799392,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2016.0,,Male,5.200594,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2017.0,,Male,8.701958,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2018.0,,Male,11.235955,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2019.0,,Male,10.114633,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2020.0,,Male,13.0,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2021.0,,Male,5.0,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2007.0,,Female,10.494753,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2008.0,,Female,14.179104,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2009.0,,Female,8.184524,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2010.0,,Female,8.215086,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2011.0,,Female,11.261261,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2012.0,,Female,5.956813,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2013.0,,Female,20.512821,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2014.0,,Female,10.086455,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2015.0,,Female,8.486563,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2016.0,,Female,12.482663,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2017.0,,Female,14.915254,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2018.0,,Female,7.910349,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2019.0,,Female,8.877616,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2020.0,,Female,14.7,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2021.0,,Female,13.7,KGZ,Osh (city),Non-communicable disease: Diabetes,KG21,,,,,
2007.0,,,39.651507,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2008.0,,,38.50565,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2009.0,,,32.675125,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2010.0,,,30.4,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2011.0,,,27.073096,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2012.0,,,26.054391,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2013.0,,,21.2,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2014.0,,,21.6,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2015.0,,,18.9,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2016.0,,,19.0,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2017.0,,,17.6,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2018.0,,,16.3,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2019.0,,,16.4,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2020.0,,,17.2,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2021.0,,,14.2,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2007.0,,Male,47.17562,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2008.0,,Male,45.319408,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2009.0,,Male,38.205292,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2010.0,,Male,35.475234,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2011.0,,Male,31.255739,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2012.0,,Male,30.863083,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2013.0,,Male,25.038017,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2014.0,,Male,25.565525,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2015.0,,Male,21.703008,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2016.0,,Male,21.648903,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2017.0,,Male,21.352777,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2018.0,,Male,19.421501,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2019.0,,Male,19.478087,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2020.0,,Male,19.6,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2021.0,,Male,17.3,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2007.0,,Female,32.32694,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2008.0,,Female,31.872658,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2009.0,,Female,27.286731,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2010.0,,Female,25.519266,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2011.0,,Female,22.994269,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2012.0,,Female,21.359086,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2013.0,,Female,17.357029,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2014.0,,Female,17.768133,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2015.0,,Female,16.221786,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2016.0,,Female,16.361918,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2017.0,,Female,13.818252,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2018.0,,Female,13.271005,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2019.0,,Female,13.280457,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2020.0,,Female,14.8,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2021.0,,Female,11.2,KGZ,,Non-communicable disease: Chronic respiratory disease,,,,,,
2007.0,,,43.209877,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2008.0,,,44.972922,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2009.0,,,36.710037,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2010.0,,,31.092821,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2011.0,,,28.320971,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2012.0,,,14.984575,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2013.0,,,16.153349,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2014.0,,,15.572391,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2015.0,,,17.262639,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2016.0,,,16.462558,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2017.0,,,16.912488,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2018.0,,,14.247208,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2019.0,,,9.789157,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2020.0,,,10.5,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2021.0,,,7.4,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2007.0,,Male,46.707146,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2008.0,,Male,51.388889,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2009.0,,Male,42.922374,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2010.0,,Male,30.139451,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2011.0,,Male,31.886625,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2012.0,,Male,16.059028,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2013.0,,Male,16.108521,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2014.0,,Male,16.970199,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2015.0,,Male,18.181818,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2016.0,,Male,17.758485,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2017.0,,Male,19.319938,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
2018.0,,Male,15.879017,KGZ,Batken,Non-communicable disease: Chronic respiratory disease,KG05,,,,,
